"id_ciudad","cod_pais","ciudad","latitud","longitud","id_departamento"
770,SV,El Carrizal,13.22057,-89.93001,97
771,SV,El Paraíso,13.22058,-89.93002,97
772,SV,La Laguna,13.22059,-89.93003,97
773,SV,La Palma,13.2206,-89.93004,97
774,SV,La Reina,13.22061,-89.93005,97
775,SV,Las Vueltas,13.22062,-89.93006,97
776,SV,Nombre de Jesús,13.22063,-89.93007,97
777,SV,Nueva Concepción,13.22064,-89.93008,97
778,SV,Nueva Trinidad,13.22065,-89.93009,97
779,SV,Ojos de Agua,13.22066,-89.9301,97
780,SV,Potonico,13.22067,-89.93011,97
781,SV,San Antonio de la Cruz (San Antonio La Cruz),13.22068,-89.93012,97
782,SV,San Antonio Los Ranchos (San Antonio Ranchos),13.22069,-89.93013,97
783,SV,San Fernando,13.2207,-89.93014,97
784,SV,San Francisco Lempa,13.22071,-89.93015,97
785,SV,San Francisco Morazán,13.22072,-89.93016,97
786,SV,San Ignacio,13.22073,-89.93017,97
787,SV,San Isidro Labrador,13.22074,-89.93018,97
788,SV,San José Cancasque,13.22075,-89.93019,97
789,SV,San José Las Flores,13.22076,-89.9302,97
790,SV,San Luis del Carmen,13.22077,-89.93021,97
791,SV,San Miguel de Mercedes,13.22078,-89.93022,97
792,SV,San Rafael,13.22079,-89.93023,97
793,SV,Santa Rita,13.2208,-89.93024,97
794,SV,Tejutla,13.22081,-89.93025,97
795,SV,Candelaria,13.22082,-89.93026,98
796,SV,Cojutepeque,13.22083,-89.93027,98
797,SV,El Carmen,13.22084,-89.93028,98
798,SV,El Rosario,13.22085,-89.93029,98
799,SV,Monte San Juan,13.22086,-89.9303,98
800,SV,Oratorio de Concepción,13.22087,-89.93031,98
801,SV,San Bartolomé Perulapía,13.22088,-89.93032,98
802,SV,San Cristóbal,13.22089,-89.93033,98
803,SV,San José Guayabal,13.2209,-89.93034,98
804,SV,San Pedro Perulapán,13.22091,-89.93035,98
805,SV,San Rafael Cedros,13.22092,-89.93036,98
806,SV,San Ramón,13.22093,-89.93037,98
807,SV,Santa Cruz Analquito,13.22094,-89.93038,98
808,SV,Santa Cruz Michapa,13.22095,-89.93039,98
809,SV,Suchitoto,13.22096,-89.9304,98
810,SV,Tenancingo,13.22097,-89.93041,98
811,SV,Zacatecas,13.22098,-89.93042,98
812,SV,Antiguo Cuscatlán,13.22099,-89.93043,99
813,SV,Chiltiupán,13.221,-89.93044,99
814,SV,Ciudad Arce,13.22101,-89.93045,99
815,SV,Colón,13.22102,-89.93046,99
816,SV,Comasagua,13.22103,-89.93047,99
817,SV,Huizúcar,13.22104,-89.93048,99
818,SV,Jayaque,13.22105,-89.93049,99
819,SV,Jicalapa,13.22106,-89.9305,99
820,SV,La Libertad,13.22107,-89.93051,99
821,SV,Nuevo Cuscatlán,13.22108,-89.93052,99
822,SV,Opico,13.22109,-89.93053,99
823,SV,Quezaltepeque,13.2211,-89.93054,99
824,SV,Sacacoyo,13.22111,-89.93055,99
825,SV,San José Villanueva,13.22112,-89.93056,99
826,SV,San Matías,13.22113,-89.93057,99
827,SV,San Pablo Tacachico,13.22114,-89.93058,99
828,SV,Santa Tecla,13.22115,-89.93059,99
829,SV,Talnique,13.22116,-89.9306,99
830,SV,Tamanique,13.22117,-89.93061,99
831,SV,Teotepeque,13.22118,-89.93062,99
832,SV,Tepecoyo,13.22119,-89.93063,99
833,SV,Zaragoza,13.2212,-89.93064,99
834,SV,Cuyultitán,13.22121,-89.93065,100
835,SV,El Rosario,13.22122,-89.93066,100
836,SV,Jerusalén,13.22123,-89.93067,100
837,SV,Mercedes La Ceiba,13.22124,-89.93068,100
838,SV,Olocuilta,13.22125,-89.93069,100
839,SV,Paraíso de Osorio,13.22126,-89.9307,100
840,SV,San Antonio Masahuat,13.22127,-89.93071,100
841,SV,San Emigdio,13.22128,-89.93072,100
842,SV,San Francisco Chinameca,13.22129,-89.93073,100
843,SV,San Juan Nonualco,13.2213,-89.93074,100
844,SV,San Juan Talpa,13.22131,-89.93075,100
845,SV,San Juan Tepezontes,13.22132,-89.93076,100
846,SV,San Luis La Herradura,13.22133,-89.93077,100
847,SV,San Luis Talpa,13.22134,-89.93078,100
848,SV,San Miguel Tepezontes,13.22135,-89.93079,100
849,SV,San Pedro Masahuat,13.22136,-89.9308,100
850,SV,San Pedro Nonualco,13.22137,-89.93081,100
851,SV,San Rafael Obrajuelo,13.22138,-89.93082,100
852,SV,Santa María Ostuma,13.22139,-89.93083,100
853,SV,Santiago Nonualco,13.2214,-89.93084,100
854,SV,Tapalhuaca,13.22141,-89.93085,100
855,SV,Zacatecoluca,13.22142,-89.93086,100
856,SV,Anamorós,13.22143,-89.93087,101
857,SV,Bolívar,13.22144,-89.93088,101
858,SV,Concepción de Oriente,13.22145,-89.93089,101
859,SV,Conchagua,13.22146,-89.9309,101
860,SV,El Carmen,13.22147,-89.93091,101
861,SV,El Sauce,13.22148,-89.93092,101
862,SV,Intipucá,13.22149,-89.93093,101
863,SV,La Unión,13.2215,-89.93094,101
864,SV,Lislique,13.22151,-89.93095,101
865,SV,Meanguera del Golfo,13.22152,-89.93096,101
866,SV,Nueva Esparta,13.22153,-89.93097,101
867,SV,Pasaquina,13.22154,-89.93098,101
868,SV,Polorós,13.22155,-89.93099,101
869,SV,San Alejo,13.22156,-89.931,101
870,SV,San José,13.22157,-89.93101,101
871,SV,Santa Rosa de Lima,13.22158,-89.93102,101
872,SV,Yayantique,13.22159,-89.93103,101
873,SV,Yucuaiquín,13.2216,-89.93104,101
874,SV,Arambala,13.22161,-89.93105,102
875,SV,Cacaopera,13.22162,-89.93106,102
876,SV,Chilanga,13.22163,-89.93107,102
877,SV,Corinto,13.22164,-89.93108,102
878,SV,Delicias de Concepción,13.22165,-89.93109,102
879,SV,El Divisadero,13.22166,-89.9311,102
880,SV,El Rosario,13.22167,-89.93111,102
881,SV,Gualococti,13.22168,-89.93112,102
882,SV,Guatajiagua,13.22169,-89.93113,102
883,SV,Joateca,13.2217,-89.93114,102
884,SV,Jocoaitique,13.22171,-89.93115,102
885,SV,Jocoro,13.22172,-89.93116,102
886,SV,Lolotiquillo,13.22173,-89.93117,102
887,SV,Meanguera,13.22174,-89.93118,102
888,SV,Osicala,13.22175,-89.93119,102
889,SV,Perquín,13.22176,-89.9312,102
890,SV,San Carlos,13.22177,-89.93121,102
891,SV,San Fernando,13.22178,-89.93122,102
892,SV,San Francisco Gotera,13.22179,-89.93123,102
893,SV,San Isidro,13.2218,-89.93124,102
894,SV,San Simón,13.22181,-89.93125,102
895,SV,Sensembra,13.22182,-89.93126,102
896,SV,Sociedad,13.22183,-89.93127,102
897,SV,Torola,13.22184,-89.93128,102
898,SV,Yamabal,13.22185,-89.93129,102
899,SV,Yoloaiquín,13.22186,-89.9313,102
900,SV,Carolina,13.22187,-89.93131,103
901,SV,Chapeltique,13.22188,-89.93132,103
902,SV,Chinameca,13.22189,-89.93133,103
903,SV,Chirilagua,13.2219,-89.93134,103
904,SV,Ciudad Barrios,13.22191,-89.93135,103
905,SV,Comacarán,13.22192,-89.93136,103
906,SV,El Tránsito,13.22193,-89.93137,103
907,SV,Lolotique,13.22194,-89.93138,103
908,SV,Moncagua,13.22195,-89.93139,103
909,SV,Nueva Guadalupe,13.22196,-89.9314,103
910,SV,Nuevo Edén de San Juan,13.22197,-89.93141,103
911,SV,Quelepa,13.22198,-89.93142,103
912,SV,San Antonio,13.22199,-89.93143,103
913,SV,San Gerardo,13.222,-89.93144,103
914,SV,San Jorge,13.22201,-89.93145,103
915,SV,San Luis de la Reina,13.22202,-89.93146,103
916,SV,San Miguel,13.22203,-89.93147,103
917,SV,San Rafael (San Rafael Oriente),13.22204,-89.93148,103
918,SV,Sesori,13.22205,-89.93149,103
919,SV,Uluazapa,13.22206,-89.9315,103
920,SV,Aguilares,13.22207,-89.93151,34
921,SV,Apopa,13.22208,-89.93152,34
922,SV,Ayutuxtepeque,13.22209,-89.93153,34
923,SV,Cuscatancingo,13.2221,-89.93154,34
924,SV,Delgado,13.22211,-89.93155,34
925,SV,El Paisnal,13.22212,-89.93156,34
926,SV,Guazapa,13.22213,-89.93157,34
927,SV,Ilopango,13.22214,-89.93158,34
928,SV,Mejicanos,13.22215,-89.93159,34
929,SV,Nejapa,13.22216,-89.9316,34
930,SV,Panchimalco,13.22217,-89.93161,34
931,SV,Rosario de Mora,13.22218,-89.93162,34
932,SV,San Marcos,13.22219,-89.93163,34
933,SV,San Martín,13.2222,-89.93164,34
934,SV,Santiago Texacuangos,13.22222,-89.93166,34
935,SV,Santo Tomás,13.22223,-89.93167,34
936,SV,Soyapango,13.22224,-89.93168,34
937,SV,Tonacatepeque,13.22225,-89.93169,34
938,SV,Apastepeque,13.22226,-89.9317,104
939,SV,Guadalupe,13.22227,-89.93171,104
940,SV,San Cayetano Istepeque,13.22228,-89.93172,104
941,SV,San Esteban Catarina,13.22229,-89.93173,104
942,SV,San Ildefonso,13.2223,-89.93174,104
943,SV,San Lorenzo,13.22231,-89.93175,104
944,SV,San Sebastián,13.22232,-89.93176,104
945,SV,San Vicente,13.22233,-89.93177,104
946,SV,Santa Clara,13.22234,-89.93178,104
947,SV,Santo Domingo,13.22235,-89.93179,104
948,SV,Tecoluca,13.22236,-89.9318,104
949,SV,Tepetitán,13.22237,-89.93181,104
950,SV,Verapaz,13.22238,-89.93182,104
951,SV,Candelaria de la Frontera,13.22239,-89.93183,105
952,SV,Chalchuapa,13.2224,-89.93184,105
953,SV,Coatepeque,13.22241,-89.93185,105
954,SV,El Congo,13.22242,-89.93186,105
955,SV,El Porvenir,13.22243,-89.93187,105
956,SV,Masahuat,13.22244,-89.93188,105
957,SV,Metapán,13.22245,-89.93189,105
958,SV,San Antonio Pajonal,13.22246,-89.9319,105
959,SV,San Sebastián Salitrillo,13.22247,-89.93191,105
960,SV,Santa Ana,13.22248,-89.93192,105
961,SV,Santa Rosa Guachipilín,13.22249,-89.93193,105
962,SV,Santiago de la Frontera,13.2225,-89.93194,105
963,SV,Texistepeque,13.22251,-89.93195,105
964,SV,Acajutla,13.22252,-89.93196,106
965,SV,Armenia,13.22253,-89.93197,106
966,SV,Caluco,13.22254,-89.93198,106
967,SV,Cuisnahuat,13.22255,-89.93199,106
968,SV,Izalco,13.22256,-89.932,106
969,SV,Juayúa,13.22257,-89.93201,106
970,SV,Nahuizalco,13.22258,-89.93202,106
971,SV,Nahulingo,13.22259,-89.93203,106
972,SV,Salcoatitán,13.2226,-89.93204,106
973,SV,San Antonio del Monte,13.22261,-89.93205,106
974,SV,San Julián,13.22262,-89.93206,106
975,SV,Santa Catarina Masahuat,13.22263,-89.93207,106
976,SV,Santa Isabel Ishuatán,13.22264,-89.93208,106
977,SV,Santo Domingo,13.22265,-89.93209,106
978,SV,Sonsonate,13.22266,-89.9321,106
979,SV,Sonzacate,13.22267,-89.93211,106
980,SV,Alegría,13.22268,-89.93212,107
981,SV,Berlín,13.22269,-89.93213,107
982,SV,California,13.2227,-89.93214,107
983,SV,Concepción Batres,13.22271,-89.93215,107
984,SV,El Triunfo,13.22272,-89.93216,107
985,SV,Ereguayquín,13.22273,-89.93217,107
986,SV,Estanzuelas,13.22274,-89.93218,107
987,SV,Jiquilisco,13.22275,-89.93219,107
988,SV,Jucuapa,13.22276,-89.9322,107
989,SV,Jucuarán,13.22277,-89.93221,107
990,SV,Mercedes Umaña,13.22278,-89.93222,107
991,SV,Nueva Granada,13.22279,-89.93223,107
992,SV,Ozatlán,13.2228,-89.93224,107
993,SV,Puerto El Triunfo,13.22281,-89.93225,107
994,SV,San Agustín,13.22282,-89.93226,107
995,SV,San Buenaventura,13.22283,-89.93227,107
996,SV,San Dionisio,13.22284,-89.93228,107
997,SV,San Francisco Javier,13.22285,-89.93229,107
998,SV,Santa Elena,13.22286,-89.9323,107
999,SV,Santa María,13.22287,-89.93231,107
1000,SV,Santiago de María,13.22288,-89.93232,107
1001,SV,Tecapán,13.22289,-89.93233,107
1002,SV,Usulután,13.2229,-89.93234,107
1003,CO,San Antonio de Prado,6.1812387,-75.6657806,1
1004,CO,Arboletes,8.8420069,-76.4263276,1
1005,NI,Managua,12.133064,-86.2836968,129
1006,CO,El Santuario,6.1240195,-75.3085941,1
1007,CO,Sonsón,5.7120233,-75.3185533,1
1008,CR,San José,9.93333,-8.408333,136
1009,CR,Alajuela,9.93333,-8.408333,130
1010,CR,Desamparados,9.93333,-8.408333,136
1011,CR,San Carlos,9.93333,-8.408333,130
1012,CR,Cartago,9.93333,-8.408333,131
1013,CR,Pérez Zeledón,9.93333,-8.408333,136
1014,CR,Pococí,9.93333,-8.408333,134
1015,CR,Heredia,9.93333,-8.408333,133
1016,CR,Puntarenas,9.93333,-8.408333,135
1017,CR,Goicoechea,9.93333,-8.408333,136
1018,CR,La Unión,9.93333,-8.408333,131
1019,CR,Limón,9.93333,-8.408333,134
1020,CR,San Ramón,9.93333,-8.408333,130
1021,CR,Alajuelita,9.93333,-8.408333,136
1022,CR,Turrialba,9.93333,-8.408333,131
1023,CR,Grecia,9.93333,-8.408333,130
1024,CR,Curridabat,9.93333,-8.408333,136
1025,CR,Tibás,9.93333,-8.408333,136
1026,CR,Liberia,9.93333,-8.408333,132
1027,CR,Vázquez de Coronado,9.93333,-8.408333,136
1028,CR,Aserrí,9.93333,-8.408333,136
1029,CR,Paraíso,9.93333,-8.408333,131
1030,CR,Sarapiquí,9.93333,-8.408333,133
1031,CR,Siquirres,9.93333,-8.408333,134
1032,CR,Moravia,9.93333,-8.408333,136
1033,CR,Escazú,9.93333,-8.408333,136
1034,CR,Santa Cruz,9.93333,-8.408333,132
1035,CR,Nicoya,9.93333,-8.408333,132
1036,CR,Montes de Oca,9.93333,-8.408333,136
1037,CR,Santa Ana,9.93333,-8.408333,136
1038,CR,San Rafael,9.93333,-8.408333,133
1039,CR,Oreamuno,9.93333,-8.408333,131
1040,CR,Buenos Aires,9.93333,-8.408333,135
1041,CR,Upala,9.93333,-8.408333,130
1042,CR,Naranjo,9.93333,-8.408333,130
1043,CR,Corredores,9.93333,-8.408333,135
1044,CR,El Guarco,9.93333,-8.408333,131
1045,CR,Guácimo,9.93333,-8.408333,134
1046,CR,Barva,9.93333,-8.408333,133
1047,CR,Santo Domingo,9.93333,-8.408333,133
1048,CR,Golfito,9.93333,-8.408333,135
1049,CR,Coto Brus,9.93333,-8.408333,135
1050,CR,Matina,9.93333,-8.408333,134
1051,CR,Carrillo,9.93333,-8.408333,132
1052,CR,Santa Bárbara,9.93333,-8.408333,133
1053,CR,Palmares,9.93333,-8.408333,130
1054,CR,Puriscal,9.93333,-8.408333,136
1055,CR,Talamanca,9.93333,-8.408333,134
1056,CR,Osa,9.93333,-8.408333,135
1057,CR,Poás,9.93333,-8.408333,130
1058,CR,Esparza,9.93333,-8.408333,135
1059,CR,San Pablo,9.93333,-8.408333,133
1060,CR,Quepos,9.93333,-8.408333,135
1061,CR,Mora,9.93333,-8.408333,136
1062,CR,Cañas,9.93333,-8.408333,132
1063,CR,Atenas,9.93333,-8.408333,130
1064,CR,Los Chiles,9.93333,-8.408333,130
1065,CR,Belén,9.93333,-8.408333,133
1066,CR,San Isidro,9.93333,-8.408333,133
1067,CR,Orotina,9.93333,-8.408333,130
1068,CR,Acosta,9.93333,-8.408333,136
1069,CR,Flores,9.93333,-8.408333,133
1070,CR,Tilarán,9.93333,-8.408333,132
1071,CR,Bagaces,9.93333,-8.408333,132
1072,CR,La Cruz,9.93333,-8.408333,132
1073,CR,Sarchí,9.93333,-8.408333,130
1074,CR,Abangares,9.93333,-8.408333,132
1075,CR,Garabito,9.93333,-8.408333,135
1076,CR,Tarrazú,9.93333,-8.408333,136
1077,CR,Parrita,9.93333,-8.408333,135
1078,CR,Guatuso,9.93333,-8.408333,130
1079,CR,Jiménez,9.93333,-8.408333,131
1080,CR,Alvarado,9.93333,-8.408333,131
1081,CR,Montes de Oro,9.93333,-8.408333,135
1082,CR,Zarcero,9.93333,-8.408333,130
1083,CR,León Cortés,9.93333,-8.408333,136
1084,CR,Nandayure,9.93333,-8.408333,132
1085,CR,Río Cuarto,9.93333,-8.408333,130
1086,CR,Hojancha,9.93333,-8.408333,132
1087,CR,Dota,9.93333,-8.408333,136
1088,CR,San Mateo,9.93333,-8.408333,130
1089,CR,Turrubares,9.93333,-8.408333,136
1090,CO,Purificación,3.860409,-74.92802,23
1091,CO,Saldaña,3.928504,-75.015246,23
1092,CO,Anzoategui,4.6322721,-75.0973999,23
1093,CO,Villarrica,3.9366722,-74.6051949,23
1094,CO,Santa Isabel,4.7135352,-75.1021039,23
1095,CO,Venadillo,4.7148363,-74.9360354,23
1096,CO,Villahermosa,5.0304111,-75.1224174,23
1097,MX,Navojoa,27.067996,-109.4868181,69
1099,MX,San José del Cabo,23.0721676,-109.7456885,46
1101,MX,Cd. Obregón,27.4828809,-109.9759004,69
1103,MX,Guasave,25.5701803,-108.4915823,68
1105,MX,Carrizo,26.2672792,-109.0396193,68
1107,MX,Cabo San Lucas,22.8962649,-109.9505077,46
1109,MX,Guamuchil,25.4597003,-108.0934866,68
1111,MX,Agua Prieta,31.3115674,-109.5680773,69
1113,MX,Cd. Constitución,25.0483016,-111.6783499,46
1115,MX,Los Planes,23.933352,-110.0920878,46
1117,MX,Ahome,25.9213619,-109.1840892,68
1119,MX,Costa Rica,24.5923705,-107.4030405,68
1121,MX,Caborca,30.7149015,-112.1790715,69
1123,MX,Huatabampo,26.829406,-109.6587607,69
1124,MX,Navolato,27.0338928,-109.5723989,68
1125,MX,El Dorado,24.3244457,-107.3741417,68
1128,MX,La Cruz,23.9240911,-106.89944,68
1130,MX,Pueblo Yaqui,27.3555437,-110.0408614,69
1131,MX,Salvador Alvarado,25.380949,-108.227931,68
1132,CO,San Martin,3.6985129,-73.7060628,16
1133,CO,Nemocón,5.0674157,-73.8849739,11
1134,MX,Tecate,32.5619348,-116.6577903,45
1135,MX,Rosarito,32.3594779,-117.1274428,45
1136,MX,San Felipe,31.009535,-114.8727296,45
1137,MX,Puerto Nuevo,32.2404193,-116.9365829,45
1138,MX,Lagos de Moreno,21.3552068,-101.9580522,57
1139,MX,Imuris,30.7887722,-110.8617123,69
1140,MX,Nogales,31.2875655,-110.971686,69
1141,MX,San Luis Rio Colorado,32.4457344,-114.793741,69
1142,MX,Santa Ana,30.5345495,-111.1396878,69
1143,CO,Abejorral,5.7886935,-75.4373583,1
1144,CO,Amalfi,6.9064482,-75.0906707,1
1145,CO,Anza,6.301106,-75.8582014,1
1146,CO,Bolombolo,5.9693924,-75.8400339,1
1147,CO,Campamento,6.979498,-75.2987906,1
1148,CO,Cañasgordas,6.7505969,-76.0348648,1
1149,CO,Cisneros,6.5383764,-75.0914437,1
1150,CO,Cocorna,6.057265,-75.1899748,1
1151,CO,Concordia,6.044979,-75.9127318,1
1152,CO,Dabeiba,6.9973739,-76.2718708,1
1153,CO,Ebejico,6.3231183,-75.8519593,1
1154,CO,El Bagre,7.6013567,-74.8227865,1
1155,CO,Entrerrios,6.5661465,-75.5212853,1
1156,CO,Gomez Plata,6.7113631,-75.3405395,1
1157,CO,San Jose del nus,6.4954732,-74.8413348,1
1158,CO,San Juan de Uraba,8.7105261,-76.6005208,1
1159,CO,San Luis,6.0424545,-74.9994489,1
1160,CO,San Pedro de Uraba,8.2758429,-76.3884837,1
1161,CO,San Rafael,6.2935445,-75.0329544,1
1162,CO,San Vicente,6.2858155,-75.3402868,1
1163,CO,Santa Barbara,5.874249,-75.5751758,1
1164,CO,Santa Fe de Antioquia,6.557179,-75.8358843,1
1165,CO,Sopetran,6.501534,-75.7477758,1
1166,CO,Taraza,7.5831914,-75.4043439,1
1167,CO,Titiribi,6.0620523,-75.7963438,1
1168,CO,Uramita,6.896805,-76.1765334,1
1169,CO,Vegachi,6.8597806,-74.8875075,1
1170,CO,Venecia,5.9639623,-75.7441718,1
1171,CO,Vigia Del Fuerte,6.5040324,-76.9937967,1
1172,CO,Zaragoza,7.4868799,-74.8760072,1
1173,CO,Ituango,7.1726177,-75.7690573,1
1174,CO,La Pintada,5.7476982,-75.6089818,1
1175,CO,Mutata,7.2441166,-76.4409444,1
1176,CO,Nechi,8.0897259,-74.7859233,1
1177,CO,Necoclí,8.4271957,-76.7932168,1
1178,CO,Nueva Colonia,7.9348007,-76.7251689,1
1179,CO,Pueblorico,5.7941823,-75.8493444,1
1180,CO,Puerto Nare,6.1865076,-74.5881039,1
1181,CO,Puerto Triunfo,5.8807424,-74.6515455,1
1182,CO,Remedios,7.0277877,-74.7017192,1
1183,CO,Salgar,5.9633572,-75.9842013,1
1184,CO,San Carlos,6.1880003,-75.0019818,1
1185,CO,San Jerónimo,6.4425241,-75.7325359,1
1186,CO,San José de la Montaña,6.3045335,-75.6445333,1
1187,CO,Montecristo,8.2956779,-74.4778743,4
1188,CO,Córdoba,9.586792,-74.8315184,4
1189,CO,Rio Sucio,5.4243004,-75.7120892,6
1190,CO,Tierraalta,8.1715701,-76.0798231,10
1191,CO,Valencia,8.2567869,-76.1566913,10
1192,CO,Acandi,8.5101094,-77.2833573,12
1193,CO,San Calixto,8.401599,-73.2133754,18
1194,CO,Belen de Bajira,7.3445788,-76.7427502,12
1195,CO,Istmina,5.1577884,-76.6962948,12
1196,CO,Caicedo,6.4053545,-75.9864982,1
1197,CO,Caceres,7.5790295,-75.3539222,1
1198,CO,Guatavita,4.9344869,-73.8380213,11
1199,CO,Temp_reditos,6.2442,-75.5812,1
1200,MX,Cajeme,28.626068,-111.540386284,69
1201,CO,Abriaquí,6.6345555,-76.0701169,1
1202,CO,Alejandría,6.3748804,-75.1460144,1
1203,CO,Altamira,6.2802563,-75.5845374,1
1204,CO,Angelópolis,6.1096596,-75.7192589,1
1205,CO,Angostura,6.8856485,-75.3402068,1
1206,CO,Anorí,7.0735619,-75.1560417,1
1207,CO,Argelia,5.7308589,-75.1443746,1
1208,CO,Belmira,6.6062409,-75.6709059,1
1209,CO,Betulia,6.1115176,-75.9913373,1
1210,CO,Briceño,7.1128835,-75.5550509,1
1211,CO,Caracolí,6.4087484,-74.7619948,1
1212,CO,Caramanta,5.5489565,-75.6480843,1
1213,CO,Concepción,6.394353,-75.2587697,1
1214,CO,Doradal,5.8998544,-74.7367952,1
1215,CO,El Peñol,6.2188415,-75.2475723,1
1216,CO,Frontino,6.7779572,-76.1504271,1
1217,CO,Giraldo,6.6806234,-75.9557133,1
1218,CO,Guatapé,6.2311374,-75.1625134,1
1219,CO,Hispania,5.7990595,-75.9123709,1
1220,CO,Jericó,5.7905124,-75.7876109,1
1221,CO,Jerusalén,5.897107,-74.8496497,1
1222,CO,La Sierra,6.2262865,-74.5786623,1
1223,CO,Liborina,6.6774504,-75.8161213,1
1224,CO,Maceo,6.5513675,-74.7960488,1
1225,CO,Montebello,5.941536,-75.6096698,1
1226,CO,Murindó,6.976297,-76.8219387,1
1227,CO,Nariño,5.6110149,-75.1785394,1
1228,CO,Olaya,6.6269609,-75.8146042,1
1229,CO,Peque,7.021535,-75.9102962,1
1230,CO,San Andrés de Cuerquía,6.9132444,-75.6799379,1
1231,CO,San Cristóbal,6.2775144,-75.6419441,1
1232,CO,San Roque,6.4858314,-75.0240008,1
1233,CO,Segovia,7.0796045,-74.7078498,1
1234,CO,Támesis,5.6649984,-75.7234557,1
1235,CO,Tarso,5.8649249,-75.8267809,1
1236,CO,Toledo,7.010177,-75.6942927,1
1237,CO,Valparaiso,5.615156,-75.6296514,1
1238,CO,Yalí,6.6690415,-74.8458924,1
1239,CO,Yolombó,6.5959044,-75.0233578,1
1240,CO,Yondó,6.9607701,-74.4617173,1
1241,CO,Caimito,8.7895585,-75.1192668,22
1242,CO,Palmito,9.3336589,-75.5452008,22
1243,CO,Tolúviejo,9.4528485,-75.4435129,22
1244,CO,Belalcazar,4.9949425,-75.8136307,6
1245,CO,Carolina,6.724917,-75.2866764,1
1246,CO,Pueblo Nuevo,7.1774136,-75.362252,1
1247,CO,Guadalupe,4.837109,-75.6838592,20
1248,HN,Santa Barbara,14.9930148,-88.2795322,92
1249,HN,San Lorenzo,13.4353083,-87.4669439,93
1250,HN,Nacaome,13.5342764,-87.5212956,93
1251,HN,Copán Ruinas,14.8460777,-89.1593959,81
1252,HN,Danli,14.0238067,-86.5737678,83
1253,HN,Islas de la Bahia,16.6803043,-86.0022244,87
1254,HN,San Estebán,15.2132744,-85.7741367,91
1255,HN,Marcala,14.1594623,-88.0446268,88
1256,HN,La Paz,14.3224731,-87.6836799,88
1257,HN,Intibuca,14.3234356,-88.1760764,86
1258,HN,La Esperanza,14.293765,-88.1740165,86
1259,HN,Guaimaca,14.5498549,-86.8474818,84
1260,HN,Talanga,14.4083378,-87.1060896,84
1261,HN,Bonito Oriental,15.7452526,-85.7531619,79
1262,HN,Trujillo,15.9164161,-85.960867,79
1263,HN,Tocoa,15.6572951,-86.0079504,79
1264,PA,Arraiján,8.9370335,-79.6517164,36
1265,HN,Sinuapa,14.4448674,-89.1872746,90
1266,HN,Santa Ana,13.9298289,-87.2787166,84
1267,PA,La Chorrera,8.8741714,-79.7939159,36
1268,HN,Omoa,15.7708607,-88.0403352,82
1269,PA,Los Santos,7.8224167,-80.4644943,137
1270,HN,El Paraíso,13.863014194998243,-86.55162520569708,83
1271,CO,Llanogrande,6.1196029,-75.4365064,1
1272,CO,Guarinocito,5.3425844,-74.7398252,6
1273,CO,Guamo,4.0292819,-74.9835503,23
1274,CO,Puerto Gaitán,4.313541655178329,-72.08333004817315,16
1275,CO,Margarita,9.160947993785271,-74.28503596811109,4
